FACTURACION-ELECTRONICA - Total
Factura electrónica - Todas;;;;;;;;;;;;;;;;;;;;;;;;
15;30;75207484555631;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;03:19;422;422;0;99;ZlRtcjFzRU5KcW9CcFVMcGs0amVod05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
15;32;75207484594072;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;03:23;435;435;0;99;ZUcxNlVPclBQVEZvWEsrcU44Y2VVZ05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
15;33;75207484680564;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;03:33;459;459;0;99;Z0swc0NCRjNlSjRaRGc5TXRqZ3dtd05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
15;40;75207485088799;2025-05-18;3;CAJA 2;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;04:20;558;558;0;99;T3RxdmdtZWY0clNQTnRobUUxRlZVQU5JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
14;6;75207483163811;2025-05-18;2;CAJA 1;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;02:02;255;255;0;99;eEtXa2wvL0l3ZGU0RmdYYjNVR1dwZ05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
14;14;75207483508010;2025-05-18;2;CAJA 1;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;02:20;278;278;0;99;aExpb2pvcGNZekFMN1pjTkpQVWp6UU5JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
14;19;75207483707806;2025-05-18;2;CAJA 1;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;02:33;306;306;0;99;WHpJQnArSlJHeU4wQWZGd0ZQcjZXUU5JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
14;22;75207483814099;2025-05-18;2;CAJA 1;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;02:39;318;318;0;99;SC9yZHNvWmxzWmllUlhYK1R3Q3VCQU5JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
14;26;75207484069112;2025-05-18;2;CAJA 1;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;02:55;349;349;0;99;bzhkVXRzK3hKcm9oVWRzbElldEVOQU5JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
14;31;75207484355506;2025-05-18;2;CAJA 1;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;03:07;382;382;0;99;YTVLa1R0MGZsK040b0lCMVR3WDdPUU5JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
14;32;75207484396274;2025-05-18;2;CAJA 1;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;03:10;389;389;0;99;UFRyVkFVMkp3aVJBQ0lKLzhNVDZsd05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
14;35;75207484480793;2025-05-18;2;CAJA 1;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;03:15;406;406;0;99;TFZLNVpnUGkwclpMbDZ1N3RRMFZrZ05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
14;38;75207484553391;2025-05-18;2;CAJA 1;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;03:19;421;421;0;99;WVIvK0tUK3Fxa05xa09YNVJXZW9EQU5JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
14;45;75207484727633;2025-05-18;2;CAJA 1;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;03:37;467;467;0;99;UlRQZW5QM3UvUGlIdE5IMzZnSlM4d05JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
14;48;75207484762198;2025-05-18;2;CAJA 1;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;03:43;481;481;0;99;Z3lSc1V5UEVPVldSRHFaWWQ0UmN0QU5JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
14;57;75207485013845;2025-05-18;2;CAJA 1;2025-05-18;A Consumidor Final;40867,77;8582,23;49450;0;0;49450;0;SA17/05/2025;04:11;540;540;0;99;Q010OVJkRDFIVENuZFN4Qmk3U0M5UU5JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
14;24;75207484025598;2025-05-18;2;CAJA 1;2025-05-18;A Consumidor Final;39358,6;8265,31;47623,91;12173,91;0;35450;0;SA17/05/2025;02:52;342;342;0;99;SjJRM1RPeUZLVlZWYkZXLy93WFBxUU5JdnBIUk1yNGRDNnROam1QUzlCRT0=;aprobado;Barras;Factura B
